name,Summary,actors,director,BigCategory,SmallCategory,Category,runningtime,SMRY
2023 어린이에게 새 생명을,,"염정아,김대호",,TV 시사/교양,기타,TV프로그램,105,올해 33주년을 맞은 MBC [2023 어린이에게 새 생명을]은 질병으로 고통받는 수많은 어린이에게 치료의 기회와 희망을 선사하기 위해 마련된 대한민국 대표 도네이션 프로그램이다.
글로벌 도네이션쇼 W,,"허일후,백지영,황광희,지숙,나태주,김재환",,TV 시사/교양,기타,TV프로그램,0,본 회차는 방송사의 요청에 의해 서비스 중지되었습니다. 시청에 불편을 드려 죄송합니다.
방탄 때문에 한글 배웠다,,방탄소년단,,TV 시사/교양,기타,TV프로그램,48,"한글날 575주년을 맞아 미국, 영국, 프랑스, 케냐, 미얀마, 인도네시아 등 KBS가 가진 전방위적 글로벌 네트워크를 동원해 방탄소년단, 그리고 한글 공부에 빠진 아미들의 모습을 생생하게 담아냈다."
자카르타에서 온 손님,,-,,TV 시사/교양,기타,TV프로그램,49,"평창 동계올림픽 모국방문단의 일원으로 초청되어 한국을 방문하는 최윌슨, 김에스더, 장인용, 길동아, 유하늘, 유신아 등 대한민국의 미래가 되고픈 꿈을 가진 20인의 인도네시아 다문화가정 청소년들의 아주 특별한 이야기."
다큐인사이트 아메리칸 팩토리,,-,,TV 시사/교양,기타,TV프로그램,47,"글로벌 반도체 산업의 구조 변화를 상징하는 삼성전자 미국 테일러 반도체 공장의 건설 현장을 찾아간다. 최첨단 반도체 공장의 미국 이전을 마치 속도전처럼 수행해나가는 모습을 기록하며, 한국 반도체가 앞으로 나아갈 길을 모색한다."
SBS 뉴스토리,,김소원,,TV 시사/교양,기타,TV프로그램,24,"한류 중심, 이젠 웹툰. 한국 만화의 역사와 함께 새로운 한류의 중심이 된 웹툰에 대해 살펴보고, 국내를 넘어 전 세계로 퍼져가는 웹툰 시장의 전망에 대해 분석한다."
다큐 인사이트 전쟁과 동맹,,-,,TV 시사/교양,기타,TV프로그램,48,[제2부 밀약] 한국 전쟁 당시 미국의 후방 기지가 되었던 일본에 초점을 맞춰 본다. 태평양 전쟁의 승전국인 미국과 패전국인 일본은 어떻게 다시 동맹을 맺게 되었을까? 패전 후 후유증이 심했던 일본은 한국 전쟁이라는 기회를 어떻게 이용했을까?
우리가 태어난 곳,,정우성,,TV 시사/교양,기타,TV프로그램,53,북한을 떠나 도착한 이곳. 그토록 바라왔던 평범한 일상. 하지만 여전히 불안하기만 한 우리들. 언제쯤 우리는 평범해질 수 있을까? 1년간 밀착 취재를 통해 북한 이탈 청소년들이 다니는 학교인 여명학교의 일상을 만나본다.
UHD로 만나는 TV 문학관,,"김혜수,이효정,정보석",,TV 시사/교양,기타,TV프로그램,93,"[젊은 느티나무] 강신재 원작. 부모의 재혼으로 오누이가 된 숙희와 현규. 숙희는 현규에게 사랑의 감정을 느끼게 되자, 현규도 같은 마음인지 궁금해진다. 숙희가 현규의 친구인 지수에게 연애편지를 받자 현규는 숙희에게 화를 내는데..."
다큐인사이트 내일은 아무도 몰라,,최귀화,,TV 시사/교양,기타,TV프로그램,48,"대한민국 인구의 20%가 밀집해 있는 도시 서울. 그중에서도 강남은 일자리, 의료, 교육, 문화 등이 집중되어 있어 전국 각지에서 찾아오는 기회의 땅이기도 하다. 청년들은 당장 내일이 어떻게 흘러갈지 모르지만, 강남이라는 조금은 낯선 곳에서 힘차게 오늘을 살아간다."
휴머니멀,,"류승룡,박신혜,유해진,김우빈",,TV 시사/교양,기타,TV프로그램,51,"에필로그- 공존으로의 여정. 전 세계 10개국을 오가며 웃음과 눈물, 희망과 절망이 교차했던 시간. MBC 다큐멘터리 제작진과 배우 류승룡, 박신혜, 유해진 세 배우가 함께 달려온 지난 1년의 시간을 돌아본다."
다큐인사이트 코드블루,,유승호,,TV 시사/교양,기타,TV프로그램,47,"히포크라테스 선서를 외치고 의사들이 출발선에 서는 3월. 전남대병원에 발 디딘 새내기 의사들은 첫날부터 녹록지 않은 현실과 마주한다. 골든아워라는 말처럼 1분 1초에도 생사가 갈리는 환자들이 의사를 찾아 끊임없이 밀려들고, 하루에도 몇 번씩 코드블루가 울려 퍼진다."
동물의 왕국,,-,,TV 시사/교양,기타,TV프로그램,47,"베네수엘라의 보물, 엘도라도. 오리노코 강은 남미에서 세 번째로 긴 강으로, 과거의 탐험가들은 이 강이 황금의 도시인 엘도라도로 통한다고 믿었다. 하지만 이 강은 베네수엘라의 진정한 보물인 다양한 생태계를 연결하고 있다. 진정한 엘도라도의 보물을 만나본다."
MBC다큐스페셜 감독 봉준호,,"봉준호,김수현",,TV 시사/교양,기타,TV프로그램,55,"영화 [설국열차]로 화제의 중심에 선 감독 봉준호. 국내 관객과 세계 비평가들까지 사로잡아 영화감독으로서 독보적인 위치에 올랐다. 방송 최초 전격 공개되는 설국열차 제작기와 함께 그의 작품 세계, 연출관 오로지 영화만을 생각하는 그의 집념과 열정을 담아보고자 한다."
명을 사수하는 사람들,,"김한석,최재형",,TV 시사/교양,인물/다큐,TV프로그램,47,소중한 혈관 건강 지키는 법. 가천대학교 심장내과 이경훈 교수와 함께 내 수명을 위협하는 혈관 질환의 원인과 예방법에 대해 알아본다. 완벽한 몸매와 동안 미모의 배우 김세아. 최근 어머니와 함께 건강한 다이어트를 시작했다는 그녀의 몸매 관리 비결을 공개한다.
4인용 식탁,,최유라,,TV 시사/교양,인물/다큐,TV프로그램,61,라디오 퀸! 홈쇼핑의 여왕! 39년 차 방송인 최유라. 미술관 방불케 하는 그녀의 한남동 집 최.초.공.개! 최유라의 인생 이야기를 나누기 위해 찾아온 그녀의 절친들은 누구~? 소중한 절친들을 위해 준비한 살림 100단 최유라의 특별한 레시피가 담긴 소울푸드 대공개!
다큐 플러스,,-,,TV 시사/교양,인물/다큐,TV프로그램,45,"자연, 문화, 역사 등 우리 사회의 다양한 분야를 조명하는 다큐멘터리 프로그램. 인생 2막을 위한 슬기로운 갱년기 극복법."
한 번 더 리즈시절,,-,,TV 시사/교양,인물/다큐,TV프로그램,44,"대한민국 사망률 1위 질병, 암. 당신의 면역력을 주목해야 한다! 면역력이 떨어지면 암이 발생할 수 있다! 평범한 일상마저 버거워진 그녀들 면역력을 높여 암세포를 막아라!"
야인시대,,-,,TV 시사/교양,인물/다큐,TV프로그램,56,1. 깜깜한 냇가에 뛰어드는 수상한 여인. 맨손 하나로 물속을 평정한 야인의 정체는? 2. 매일 밤 개화산을 누비는 의문의 사나이. 밤마다 산에 오르는 숨겨진 사연. 산에서 캔 보물의 정체는? 밤에 깨어나는 야생인 올빼미 미스터리!
강석우의 종점여행,,강석우,,TV 시사/교양,인물/다큐,TV프로그램,45,경기도 화성시로 마지막 종점여행을 떠나본다. 궁평항 선착장에 꽃게를 가득 싣고 나타난 어부 이봉원 씨를 만난다. 도시살이 중 잠깐 고향에 내려왔다가 그대로 바닷가에 정착했다는 그는 죽을 고비를 넘기기도 수차례였다고 하는데...
강석우의 종점여행 2,,강석우,,TV 시사/교양,인물/다큐,TV프로그램,59,지하 수백 미터에 달하는 폐광에서 나오는 찬 공기로 연중 10도~14도를 유지. 한여름에는 밖의 온도와 20도까지 차이가 날 정도로 시원해 이색 피서지로 인기인 충남 보령시 천연 냉장고 냉풍욕장! 버려진 폐광을 다양한 용도로 활용 중인 보령 냉풍욕장을 공개한다.
차이나는 클라스,,"홍진경,오상진,덕원,지숙,강지영,이용주,최서윤,남보라",,TV 시사/교양,인물/다큐,TV프로그램,62,"아직 끝나지 않았다. 차클의 두 번째 메타버스 공개 강연! 새로운 강연 주제는? 디지털 화폐 전문가 홍기훈 교수. 코인 시장의 이슈 테라 루나의 폭락! 또 다른 디지털 자산 NFT 급변하는 디지털 세상 속에서 어떻게 살아남아야 할까? 디지털 자산, 혁신일까? 거품일까?"
꽃보다 청춘 아프리카,,"안재홍,고경표,류준열,박보검",,TV 연예/오락,기타,TV프로그램,80,"서울에서 떠나는 아프리카 스타일 캠핑. 꽃보다 청춘 IN 아프리카 감독편. 말끔하고 뽀얗게 변한 응팔 브라더스. 이제는 말할 수 있다. 제작진 몰래 오간 은밀한 꼼수 작전부터 아프리카에서 만난 소중한 인연과 동물들까지, 아끼고 아껴왔던 비하인드 스토리가 공개된다."
강철부대3,,"김성주,김희철,김동현,윤두준,츄,최영재",,TV 연예/오락,기타,TV프로그램,118,모든 부대들 다 부숴버릴 겁니다! 모두가 우승에 목말라 있는 배고픈 사냥개와 같은 강철부대3! 압도적 전장에서 펼쳐지는 한미 최정예 특수부대의 진검승부! 최강 타이틀을 향한 역사상 가장 치열한 전투가 시작된다!
1박2일 Classic,,"강호동,김C,이수근,은지원,MC몽,이승기",,TV 연예/오락,기타,TV프로그램,77,"초특급 울트라 캡숑 프로젝트. 2009년 대한민국 겨울을 뜨겁게 달궈줄 사상 최고의 이벤트, 강원 인제 2009 혹한기 대비캠프 두 번째 이야기."
엄지의 제왕,,"조우종,오영실,제이쓴",,TV 연예/오락,기타,TV프로그램,45,"전 대통령 주치의가 제안하는 심혈관 건강법. 전 세계 사망 원인 1위, 심혈관 질환! 전 대통령 심장 주치의가 알려주는 심혈관 건강법은? 콜레스테롤 수치 맹신하지 마라? 정상 수치에도 혈관이 막힌 이유는?"
대화의 희열,,"유희열,강원국,김중혁,다니엘 린데만",,TV 연예/오락,기타,TV프로그램,69,"4명의 프로대화러들을 찾아온 마지막 손님, 삶과 죽음의 사선에서 생명을 살리는 외상외과 의사 이국종! 이국종이 의사라는 꿈을 가지게 된 계기부터 외상외과 의사를 선택하게 된 과정과 대한민국 의료 시스템의 현재 위치와 이에 대한 이국종의 솔직한 속마음은?"
2018 추석에도 나혼자 산다,,"전현무,기안84,박나래,한혜진,이시언,헨리,사이먼 도미닉",,TV 연예/오락,기타,TV프로그램,38,2018 추석에도 나혼자 산다 2부. 회원들이 뽑은 최애 에피소드 토크부터 추석맞이 윷놀이 한 판과 안방극장을 포복절도하게 할 이야기까지! 한가위 에피소드의 정점을 찍는 추석에도 나혼자 산다~!
트롯파이터,,"김용만,김창열,박세욱",,TV 연예/오락,기타,TV프로그램,92,"두 기획사의 자존심을 건 마지막 대결! 과연 최후의 승자는? 대박 드라마 야인시대의 주역! 장동건 뺨치는(?) 원조 꽃미남 스타의 정체는? 트롯여신 송가인의 대선배 등장? 국악 트롯 1인자, 유지나의 자존심을 건 무대를 공개한다!"
청춘의국,,"장성규,이현이,양재웅",,TV 연예/오락,기타,TV프로그램,81,"[심장혈관흉부외과 and 비뇨의학과] 선망의 직업인 의사! 하지만 의사의 세계에도 주류와 비주류가 존재한다. 비인기학과의 서러움을 견디며 묵묵히 자신의 길을 걸어가고 있는 심장혈관흉부외과 4년 차 레지던트 현승지, 비뇨의학과 2년 차 레지던트 김태환이 그 주인공이다."
선을 넘는 녀석들,,"전현무,설민석,문근영,다니엘 린데만,유병재",,TV 연예/오락,기타,TV프로그램,85,지금껏 이런 탐사는 없었다! 긴장감 가득한 한반도 선의 끝판왕! 최종 목적지 휴전선으로 향한 선을 넘는 녀석들. 예능 최초! 중부전선 DMZ 입성과 함께 미지의 세계를 지나 휴전선을 향한 마지막 여정을 시작한다!
안하던 짓을 하고 그래,,"이용진,조세호,최시원,주우재,유병재",,TV 연예/오락,기타,TV프로그램,78,안 하던 짓을 하고 그래 5MC 첫 만남. 안 하던 짓 해도 안 죽고! 안 하던 짓 해도 해는 동쪽에서 뜬다! 이용진X조세호X최시원X주우재X유병재. 프로 예능꾼들과 함께 안 하던 짓 하러 GO! GO!
트롯 전국체전,,"주현미,김수희,조항조,김범룡,남진,설운도,고두심,김연자",,TV 연예/오락,기타,TV프로그램,142,트로트계 살아있는 전설들의 특급 만남! 8인 8색 레전드 감독들의 고품격 무대부터 코치진을 필두로 참가 선수들이 선보이는 흥 넘치는 단체 곡 무대까지! 무엇을 상상하든 그 이상! 역대급 라인업과 국대급 스케일! 최고의 감독들과 코치들의 명예를 건 한판 승부!
삼시세끼 바다목장편,,"이서진,에릭,윤균상",,TV 연예/오락,기타,TV프로그램,85,균상이표 수제 모차렐라로 만든 쫄깃 바삭한 마르게리타 피자와 탱글 식감 자랑하는 문어 품은 오일 명란 파스타. 파릇한 채소 듬뿍! 산채비빔밥Feat. 오이냉국과 푹 끓인 가마솥 시래기 감자탕까지. 남심 저격할 초특급 막내 설현이 왔다! 설현이 세끼 하우스에 미친 영향은?
삼시세끼 어촌편 3,,"이서진,에릭,윤균상",,TV 연예/오락,기타,TV프로그램,92,"캡틴 서지니, 으리으리한 문어 밥상 비전을 제시하고 문어통발 확인의 날. 과연 득량의 신은 이번에도 세끼 가족의 만찬을 허락해줄까. 한편, 다시 오픈한 득량도 갯벌 마트 그리고 등장한 에릭의 키조개 법칙. 해물찜과 조개 미역국, 키조개 삼합 밥상이 공개된다."
쇼음악중심,,"정우,민주,리노",,TV 연예/오락,기타,TV프로그램,71,시우민 . NCT 127 . 김영철 . CRAVITY . 미래소년 . NMIXX . LIMELIGHT(라임라잇) . K4 . 권민제 . 마카마카 . 롤링쿼츠 . 트라이비(TRI.BE) . 라필루스 . mimiirose . 나영 . 예빈나다
골프왕 시즌4,,"김국진,박진이,장민호,양세형,박선영,조충현,윤성빈",,TV 연예/오락,기타,TV프로그램,65,골프왕 시즌4 대장정을 마무리할 후계자 선정 D-day! 그동안 갈고닦은 실력을 보여줄 때가 왔다! 장민호X양세형X박선영X조충현X윤성빈! 오늘만큼은 웃음기 쏙~ 빼고 진지 모드로 변신! 숨 막히는 마지막 대접전! 골프왕 김국진의 계보를 이어갈 공식 후계자는 과연 누가 될까!
더시즌즈 악뮤의 오날오밤,,AKMU(악뮤),,TV 연예/오락,기타,TV프로그램,79,"[네 번째 오날오밤] 지누션, 디오, 오존, 안신애."
완벽한 하루,,"YB,윤민수,린,하동균,정인",,TV 연예/오락,기타,TV프로그램,65,당신은 어떤 하루를 보내고 있나요? 함께 기쁨을 나누는 하루! 새로운 가족이 생긴 하루! 용기가 필요한 하루! 각자의 이야기에 음악을 더해 완벽한 하루를 선물합니다!
노래하는 대한민국,,"김종국,이병철,김민교",,TV 연예/오락,기타,TV프로그램,65,Nice to 미추♥ 인천광역시 미추홀구 편! 자유로운 춤사위와 음정에 관객들은 잇몸 만개! 케미 터지는 꿀조합 가득~ 10팀의 무대가 펼쳐진다! 아침부터 밤까지 실력자 찾아 삼만리~ 찾아가는 예심까지!
2020 MAMA 능력고사 꼭가마,,"유세윤,장예원,강재준,유민상,슬리피,제아,신지,수현,박정민,지조",,TV 연예/오락,기타,TV프로그램,88,2020 MAMA가 궁금한 시청자들을 위해 Mnet이 준비한 퀴즈쇼 꼭가마(꼭 가고 싶다 MAMA). MAMA를 100% 즐기기 위한 초단기 속성과외.
은밀하고 위대한 동물의 사생활,,"문근영,김혜성,에릭남,정하영",,TV 연예/오락,기타,TV프로그램,67,초보 다큐멘터리스트들의 지칠 줄 모르는 열정! 펭귄의 하루를 완성하기 위한 인내와 관찰 그리고 이들이 마주한 펭귄의 위대함! 다양한 장면들을 포착하기 위해 노력하는 크루들! 초보 다큐멘터리스트가 성장하며 기록한 감동적인 펭귄 다큐를 만나보자.
헬로우 방있어요,,"윤다훈,송경아,이영은,김기방,아이린",,TV 연예/오락,기타,TV프로그램,64,이태원에서의 마지막 날. 그러나 끝날 때까지 끝난 게 아니다! 글로벌한 규모의 게스트 등장?! 게스트를 위해 끊임없이 일하는 멤버들과 생기발랄 유쾌 상쾌 게스트들의 버라이어티한 숙박기!
과몰입 인생사,,"이용진,이현이,이은지",,TV 연예/오락,기타,TV프로그램,69,"제2차 세계대전 중, 천재 과학자로 살아보기! 크리스토퍼 놀란 감독의 역작 오펜하이머의 실제 인생은? 숨 막히는 딜레마 속에 완성된 핵폭탄 탄생! 오펜하이머의 선택이 달랐다면 어쩌면 한국 전쟁은 일어나지 않았다? 세계정세의 판도를 뒤집은 오펜하이머의 운명적 선택은?"
"찐친 이상 출발, 딱 한 번 간다면",,"이규형,수호,이상이,이유영,임지연,차서원",,TV 연예/오락,기타,TV프로그램,80,"짜릿한 15,000ft 높이 케언즈 하늘 위를 나는 스카이다이빙과 세계 최대 규모의 산호초 군락지 그레이트배리어리프의 모든 것! 함께여서 더 행복했던 찐친들의 여행, 그 마지막 이야기!"
애프터시그널,,"김이나,미미",,TV 연예/오락,기타,TV프로그램,82,"다시 만난 사약길 커플, 주미X지원의 데이트! 주변에서 자꾸 네 얘기를 해. 리얼 주변 반응부터 방송 비하인드 스토리까지! 과연 이들 사이엔 어떤 시그널이 남아있을까? 민규X이수의 청량한 패러글라이딩 데이트! 하늘에서 서로에게 전해보는 달달한 영상편지!"
SWF2 : 미방송분 레전드 스테이지,,-,,TV 연예/오락,기타,TV프로그램,92,SWF2 : 미방송분 레전드 스테이지.
결혼 말고 동거,,"이용진,한혜진,아이키,이수혁",,TV 연예/오락,기타,TV프로그램,101,동거를 중단한 기생 동거 커플 현호와 혜현! 이들은 결국 이별하게 될까? 다가온 동거녀 영주의 드레스 투어 날! 그런데 의견이 맞지 않는다!? 서출구의 리액션은 과연? 결혼식도 비혼식도 아닌 동거식을 하는 도넛 커플 경학과 은제! 무사히 동거식을 마칠 수 있을까?
도시어부3,,"이덕화,이경규,이수근,이태곤,김준현",,TV 연예/오락,기타,TV프로그램,150,"도시어부 시즌3의 마지막 낚시, 토종붕어를 둘러싼 치열한 격전이 펼쳐진다! [출연진 VS 제작진]의 한판 승부! 구력 18년, C 양, 낚시터 맏아들 J 씨 등.. 13인의 최정예 제작진이 직접 낚시에 나서는데, 양보 없는 집안싸움, 마지막 승부의 결과는?"
삼백만년 전 야생탐험: 손둥동굴,,"박항서,안정환,추성훈,김남일,김동준",,TV 연예/오락,기타,TV프로그램,89,"손둥 동굴 두 번째 캠프 사이트 입성! 기나긴 트레킹으로 지친 대원들을 위해 추 대장이 준비한 동굴 보양식! (feat. 말린 장어) 동굴 안에서 먹는 장어덮밥, 과연 그 맛은? 스태미나 가득 채운 저녁 식사 후 본격적으로 펼쳐진 그때 그 시절 토크."
2023 세계 육상 다이아몬드 리그,,-,,TV 연예/오락,기타,TV프로그램,101,2023 세계 육상 다이아몬드 리그.
부름부름 대행사,,"전현무,고규필,양세찬,미미",,TV 연예/오락,기타,TV프로그램,93,첫 대행 업무! 초거대 만물 트럭의 장사를 대신 맡다?! 구매자가 가격을 책정하는 신개념 시스템부터~ 목표 매출 달성을 위해 노출(?)도 마다하지 않는 대범함까지! 장사 초보 부름이들의 혼이 쏙 빠지는 대행 현장은?
정글의 법칙 스토브리그,,"김병만,이동국,이대호,김태균,허재,나태주,이초희,정유인,탁재훈,데프콘,나인",,TV 연예/오락,기타,TV프로그램,57,"신 내린 입담 탁재훈X데프콘, 레전드 예능 선수촌! 이동국X이대호의 활약으로 획득한 제주의 보물 은갈치! 갈치를 걸고 시작된 MC탁의 끝말잇기. 과연 은갈치 통구이는 누구 입에 들어갈 것인가. 제주남방큰돌고래 지금 만나러 갑니다! 한층 더 업그레이드된 정글 생존 훈련!"
미스트롯 영웅들의 탄생,,-,,TV 연예/오락,기타,TV프로그램,83,본 회차는 방송사의 사정으로 줄거리를 제공하지 않습니다.
백종원의 골목식당,,"백종원,김성주,금새록",,TV 연예/오락,기타,TV프로그램,84,200회 특집-마지막 이야기. MC새록 금새 우체부로 변신! 포방터 홍탁집부터 청파동 피자집까지 사장님들의 근황 대공개! 환골탈태 솔루션 받았던 [등촌동 덮밥집] 잘 유지하고 있을지 점검 위해 비밀 요원 투입! 백대표 찐 극찬 받았던 [오류동 감자옹심이집] 맛은 여전할지?
새집은 처음이라,,"김구라,남주,황제성,김주원,정태익",,TV 연예/오락,기타,TV프로그램,52,시즌 1에서 화제가 된 최신상 오피스텔을 다시 엄선해서 보여주는 오피스텔 특집! 새로운 복층 구조로 오피스텔의 공간 한계를 업그레이드한 검단 신도시 오피스텔. 공간을 내 입맛대로 바꿀 수 있는 화곡동 오피스텔. 아파트 구조처럼 나온 부산 명지국제신도시 오피스텔.
사랑은 아무나 하나2,,-,,TV 연예/오락,기타,TV프로그램,62,본 회차는 방송사의 사정으로 줄거리를 제공하지 않습니다.
나만 믿고 따라와 도시어부,,"이덕화,이경규,장도연",,TV 연예/오락,기타,TV프로그램,114,"도시어부 시즌1 THE END! 민물낚시 쟁탈전. 황금어장을 가슴 속에 품고 전 세계 바다를 누빈 도시어부. 비바람과 함께 시작된 마지막 승부, 마지막은 민물낚시다! 민물낚시의 제왕 김태우, 박진철 프로와 마지막을 장식한다."
트래블러,,"류준열,이제훈",,TV 연예/오락,기타,TV프로그램,77,"잊을 수 없는 쿠바의 사람, 풍경, 도시. 그리고 새로운 도시 in 멕시코?! 트래블러의 시작은 멕시코였다? 그곳에서 준열이 만난 사람들. 그리고 시작된 멕시코 여행과 먹방까지! 그리고 한국 가기 전 마지막 날 밤. 더할 나위 없는 쿠바에서의 마지막 여행."
뭐털도사,,"김구라,권일용,표창원,슈카",,TV 연예/오락,기타,TV프로그램,71,"핫이슈 중 가장 뜨거운 이슈만 턴다! 잠들면 허벅지 돌로 찍기 엽기적인 내기 뒤의 엽기적인 배후의 등장, 모든 건 가스라이팅? 시~원하게 사형 내려주십시오. 사형 집행, 왜 못하나? 인도, 러시아를 제치고 달에 먼저 착륙했다? 21세기 우주 전쟁!"
한문철의 블랙박스 리뷰,,"한문철,이수근,규현,한보름,수빈,기욤 패트리",,TV 연예/오락,기타,TV프로그램,85,교통사고 없는 대한민국을 만들기 위해 대한민국 No. 1 차통령 한문철 변호사와 jtbc가 만났다! 도로 위 신종 폭탄! 킥보드 사고부터 공포영화 맞먹는 보복 운전 영상까지. 매운맛 블랙박스 영상 대공개!
인생을 즐겨라 비밥바룰라,,"금보라,전영록,하춘화",,TV 연예/오락,기타,TV프로그램,76,"배우 금보라가 바쁜 일상에서 벗어나 지인 4명과 함께 여유로운 여행길에 나선다. 가수 전영록은 과거 동료들과 함께 서울의 한 LP바에서 젊은 시절의 인기곡을 공유하며 추억여행을 떠난다. 가수 하춘화는 방송인 엄용수, 후배 가수와 함께 명인의 장담그기 체험에 나선다."
화요 청백전,,"이휘재,이찬원,박명수,홍현희,양지은,별사랑,은가은,홍지윤,김의영",,TV 연예/오락,기타,TV프로그램,99,이 달콤한 사랑 저도 할 수 있을까요? 절정으로 치닫는 그들의 분노. 사랑할 수 없다면 분노하라. 그리고 찾아온 전설의 게임. 현장을 뒤덮은 거대한 웃음 홍수. 승리를 향한 끝없는 슬랩스틱. 사랑과 분노가 뒤섞인 불꽃 튀는 맞대결. 사랑과 승리를 모두 쟁취할 자는?
고등래퍼,,"정준하,하하,타이거JK,스윙스,양동근,매드클라운,제시,기리보이",,TV 연예/오락,기타,TV프로그램,95,"제가 고등래퍼죠, 고등래퍼 파이널, 그리고 양홍원."
도시어부2 대항해시대,,"이덕화,이경규",,TV 연예/오락,기타,TV프로그램,109,"민물 도합 271년 조사들의 피 맛나는 민물낚시, 제1회 대환장 민물 멸망전! 민물의 끝판왕을 가려보자며 벚나무 아래 모여 서로를 이길 궁리만 하는 6명의 낚예인들! 과연, 환장할 수밖에 없는 이 전투에서 승리해 민물의 끝.판.왕이 될 자는 누구?!"
무한도전 스페셜 특집회,,"유재석,박명수,정준하,하하,양세형",,TV 연예/오락,기타,TV프로그램,76,"무한도전 스페셜 특집회, 대한민국 평균 이하임을 자처하는 남자들이 매주 새로운 상황 속에서 펼치는 좌충우돌 도전기."
진상월드,,"김구라,손수호,박종석,조충현,김수환",,TV 연예/오락,기타,TV프로그램,72,"친절과 진상. 게스트로 나선 개그맨 김지민과 함께, 친절을 진상 짓으로 화답한 기상천외 진상 사연을 들어본다. 방송에서는 승무원, 상담원, 호텔리어, 카페 사장, 청과물 가게 사장 등 서비스직 종사자 5인이 등장해 생생한 진상 토크를 벌인다."
"특집 슈가맨, 양준일 91.19",,양준일,,TV 연예/오락,기타,TV프로그램,68,화려한 막이 오른 2019년 마지막 그의 시간. 30년의 세월을 뛰어넘어 도착한 [양준일의 선물]. 아티스트부터 인간 양준일까지 알아볼 수 있는 시간.
뉴진스코드 in 부산,,뉴진스,,TV 연예/오락,기타,TV프로그램,60,먹방부터 체험까지! 뉴진스의 부산 여행.
같이 걸을까,,"박준형,윤계상,데니안,손호영,김태우",,TV 연예/오락,기타,TV프로그램,87,한 걸음 한 걸음마다 추억과 아쉬움을 담아 걸으며 드디어 최종 목적지 산티아고 데 콤포스텔라에 도착한 god! 아쉬움과 감동이 교차하는 멤버들은 서로 부둥켜안고 눈물을 흘리는데! 산티아고 순례길 총 213.4km 대장정! 20년 지기 친구들이 그려낸 웃음과 감동의 여정!
니돈내산 독박투어,,"김대희,김준호,장동민,유세윤,홍인규",,TV 연예/오락,기타,TV프로그램,71,여러분이 그토록 기다리던 레전드 여행 예능이 돌아왔다! 태국에서 펼쳐지는 기상천외한 독박 여행! 아니고 독박투어입니다만... 여행 가서 돈 낼 생각이 1도 없고 단 1분 1초도 웃기지 않은 순간이 없는 20년 지기 개그맨들의 여행.
tvN STORY 김창옥쇼 리부트,,"김창옥,황제성,이지혜",,TV 연예/오락,기타,TV프로그램,79,[가족을 사랑하지 마세요] 손 큰 시어머니가 버거운 며느리의 숨 막히는 명절 전쟁 필승 전략은? / 빨리 화해하고 싶은 아내 vs 동굴로 숨어버리는 남편 / 남편이 처가댁에 너무 잘해서 부담 백 배인 아내. 셀프 효도하자는데 처가댁까지 챙기는 사랑꾼 남편의 진짜 속마음은?
삼시세끼 어촌편 2,,"차승원,유해진,손호준",,TV 연예/오락,기타,TV프로그램,87,"지난주, 장독뱀 사건으로 혹독한 신고식을 치른 형식. 그러나 그의 수난은 아직도 끝나지 않았다. 한편, 차줌마 잔소리를 피해 떠난 갯바위 낚시. 초조하게 만재도 여름 첫 낚시에 도전한 해진과 마냥 해맑기만 한 초보 낚시꾼 형식. 과연, 그들은 낚시에 성공할 수 있을까."
정글의 법칙 in 사바,,"김병만,박정철,박솔미,김남주,토니안,박성광,성훈,하성운,옹성우,강남,이다희,에릭,이민우,앤디,윤시윤,장동윤",,TV 연예/오락,기타,TV프로그램,74,"8m 잠수로 바다를 사로잡은 인어다희, 이다희의 바다 활약상 대공개! 시윤 X 강남 X 동윤의 의욕 넘치는 폭포 탐사기! 정글의 새로운 신화가 될, 에릭 X 민우 X 앤디의 분리 생존 모습은? 20년을 함께 했기에 말할 수 있었던 그들의 진솔한 이야기까지!"
2019 설에도 나혼자산다,,"전현무,기안84,박나래,한혜진,이시언,헨리",,TV 연예/오락,기타,TV프로그램,95,"2019 설에도 나 혼자 산다. 대한민국 1인 가구 453만 시대! 이제는 1인 가구가 대세. 연예계 역시 1/3은 1인 가구! 상경 후 고군분투 중인 청년, 독신남 등 각기 다른 이유로 싱글족이 된 스타들! 당당한 1인 가구의 싱글 라이프는 과연 어떤 것일까?"
전설의 빅피쉬,,"이태곤,지상렬,정두홍,김진우,윤보미",,TV 연예/오락,기타,TV프로그램,78,"돛새치 사냥을 위한 총력전! 그런데 복병 등장!? 날카로운 이빨로 낚싯줄을 아작 내는 바다의 악동, 킹매커럴. 그에 맞설 스트라이커 킹태곤! 노련한 스킬로 거침없이 파고드는 킹매커럴을 제압하는데! 꿈의 어종을 잡기 위한 드림팀의 최종 그랜드 슬램 달성기!"
도시어부5,,"이덕화,이경규,이수근",,TV 연예/오락,기타,TV프로그램,109,"찐 어부가 된 멤버들의 생존 낚시 전격 S.T.A.R.T! 3일간 이어진 수근의 꽝, 꽝, 꽝!! 형, 실력이 늘었는데도 그래요? 수근을 자극하는 새로운 라이벌의 등장? 급기야 프로그램 하차까지 걸린 세기의 대결이 펼쳐지는데...! 지키느냐 빼앗느냐, 과연 수근의 운명은?"
